VARIABLES = "x"	,"y"	,"u"
0.10	 0.40	 1.000000
0.10	 0.43	 1.000000
0.10	 0.45	 1.000000
0.10	 0.47	 1.000000
0.10	 0.50	 1.000000
0.10	 0.53	 1.000000
0.10	 0.55	 1.000000
0.10	 0.57	 1.000000
0.10	 0.60	 1.000000
0.10	 0.63	 1.000000
0.10	 0.65	 1.000000
0.10	 0.68	 1.000000
0.10	 0.70	 1.000000
0.10	 0.73	 1.000000
0.10	 0.75	 1.000000
0.10	 0.78	 1.000000
0.10	 0.80	 1.000000
0.10	 0.82	 1.000000
0.10	 0.85	 1.000000
0.10	 0.88	 1.000000
0.10	 0.90	 1.000000
0.10	 0.93	 1.000000
0.10	 0.95	 1.000000
0.10	 0.98	 1.000000
0.10	 1.00	 1.000000
0.10	 1.02	 1.000000
0.10	 1.05	 1.000000
0.10	 1.08	 1.000000
0.10	 1.10	 1.000000
0.10	 1.13	 1.000000
0.10	 1.15	 1.000000
0.10	 1.18	 1.000000
0.10	 1.20	 1.000000
0.10	 1.23	 1.000000
0.10	 1.25	 1.000000
0.10	 1.27	 1.000000
0.10	 1.30	 1.000000
0.10	 1.33	 1.000000
0.10	 1.35	 1.000000
0.10	 1.38	 1.000000
0.10	 1.40	 1.000000
0.10	 1.43	 1.000000
0.10	 1.45	 1.000000
0.10	 1.48	 1.000000
0.10	 1.50	 1.000000
0.10	 1.52	 1.000000
0.10	 1.55	 1.000000
0.10	 1.58	 1.000000
0.10	 1.60	 1.000000
0.10	 1.63	 1.000000
0.10	 1.65	 1.000000
0.10	 1.68	 1.000000
0.10	 1.70	 1.000000
0.10	 1.73	 1.000000
0.10	 1.75	 1.000000
0.10	 1.77	 1.000000
0.10	 1.80	 1.000000
0.10	 1.83	 1.000000
0.10	 1.85	 1.000000
0.10	 1.88	 1.000000
0.10	 1.90	 1.000000
0.10	 1.93	 1.000000
0.10	 1.95	 1.000000
0.10	 1.98	 1.000000
0.10	 2.00	 1.000000
0.13	 0.00	 1.000000
0.13	 0.03	 1.000000
0.13	 0.05	 1.000000
0.13	 0.08	 1.000000
0.13	 0.10	 1.000000
0.13	 0.13	 1.000000
0.13	 0.15	 1.000000
0.13	 0.17	 1.000000
0.13	 0.20	 1.000000
0.13	 0.23	 1.000000
0.13	 0.25	 1.000000
0.13	 0.28	 1.000000
0.13	 0.30	 1.000000
0.13	 0.33	 1.000000
0.13	 0.35	 1.000000
0.13	 0.38	 1.000000
0.13	 0.40	 1.000000
0.13	 0.43	 1.000000
0.13	 0.45	 1.000000
0.13	 0.47	 1.000000
0.13	 0.50	 1.000000
0.13	 0.53	 1.000000
0.13	 0.55	 1.000000
0.13	 0.57	 1.000000
0.13	 0.60	 1.000000
0.13	 0.63	 1.000000
0.13	 0.65	 1.000000
0.13	 0.68	 1.000000
0.13	 0.70	 1.000000
0.13	 0.73	 1.000000
0.13	 0.75	 1.000000
0.13	 0.78	 1.000000
0.13	 0.80	 1.000000
0.13	 0.82	 1.000000
0.13	 0.85	 1.000000
0.13	 0.88	 1.000000
0.13	 0.90	 1.000000
0.13	 0.93	 1.000000
0.13	 0.95	 1.000000
0.13	 0.98	 1.000000
0.13	 1.00	 1.000000
0.13	 1.02	 1.000000
0.13	 1.05	 1.000000
0.13	 1.08	 1.000000
0.13	 1.10	 1.000000
0.13	 1.13	 1.000000
0.13	 1.15	 1.000000
0.13	 1.18	 1.000000
0.13	 1.20	 1.000000
0.13	 1.23	 1.000000
0.13	 1.25	 1.000000
0.13	 1.27	 1.000000
0.13	 1.30	 1.000000
0.13	 1.33	 1.000000
0.13	 1.35	 1.000000
0.13	 1.38	 1.000000
0.13	 1.40	 1.000000
0.13	 1.43	 1.000000
0.13	 1.45	 1.000000
0.13	 1.48	 1.000000
0.13	 1.50	 1.000000
0.13	 1.52	 1.000000
0.13	 1.55	 1.000000
0.13	 1.58	 1.000000
0.13	 1.60	 1.000000
0.13	 1.63	 1.000000
0.13	 1.65	 1.000000
0.13	 1.68	 1.000000
0.13	 1.70	 1.000000
0.13	 1.73	 1.000000
0.13	 1.75	 1.000000
0.13	 1.77	 1.000000
0.13	 1.80	 1.000000
0.13	 1.83	 1.000000
0.13	 1.85	 1.000000
0.13	 1.88	 1.000000
0.13	 1.90	 1.000000
0.13	 1.93	 1.000000
0.13	 1.95	 1.000000
0.13	 1.98	 1.000000
0.13	 2.00	 1.000000
0.15	 0.00	 1.000000
0.15	 0.03	 1.000000
0.15	 0.05	 1.000000
0.15	 0.08	 1.000000
0.15	 0.10	 1.000000
0.15	 0.13	 1.000000
0.15	 0.15	 1.000000
0.15	 0.17	 1.000000
0.15	 0.20	 1.000000
0.15	 0.23	 1.000000
0.15	 0.25	 1.000000
0.15	 0.28	 1.000000
0.15	 0.30	 1.000000
0.15	 0.33	 1.000000
0.15	 0.35	 1.000000
0.15	 0.38	 1.000000
0.15	 0.40	 1.000000
0.15	 0.43	 1.000000
0.15	 0.45	 1.000000
0.15	 0.47	 1.000000
0.15	 0.50	 1.000000
0.15	 0.53	 1.000000
0.15	 0.55	 1.000000
0.15	 0.57	 1.000000
0.15	 0.60	 1.000000
0.15	 0.63	 1.000000
0.15	 0.65	 1.000000
0.15	 0.68	 1.000000
0.15	 0.70	 1.000000
0.15	 0.73	 1.000000
0.15	 0.75	 1.000000
0.15	 0.78	 1.000000
0.15	 0.80	 1.000000
0.15	 0.82	 1.000000
0.15	 0.85	 1.000000
0.15	 0.88	 1.000000
0.15	 0.90	 1.000000
0.15	 0.93	 1.000000
0.15	 0.95	 1.000000
0.15	 0.98	 1.000000
0.15	 1.00	 1.000000
0.15	 1.02	 1.000000
0.15	 1.05	 1.000000
0.15	 1.08	 1.000000
0.15	 1.10	 1.000000
0.15	 1.13	 1.000000
0.15	 1.15	 1.000000
0.15	 1.18	 1.000000
0.15	 1.20	 1.000000
0.15	 1.23	 1.000000
0.15	 1.25	 1.000000
0.15	 1.27	 1.000000
0.15	 1.30	 1.000000
0.15	 1.33	 1.000000
0.15	 1.35	 1.000000
0.15	 1.38	 1.000000
0.15	 1.40	 1.000000
0.15	 1.43	 1.000000
0.15	 1.45	 1.000000
0.15	 1.48	 1.000000
0.15	 1.50	 1.000000
0.15	 1.52	 1.000000
0.15	 1.55	 1.000000
0.15	 1.58	 1.000000
0.15	 1.60	 1.000000
0.15	 1.63	 1.000000
0.15	 1.65	 1.000000
0.15	 1.68	 1.000000
0.15	 1.70	 1.000000
0.15	 1.73	 1.000000
0.15	 1.75	 1.000000
0.15	 1.77	 1.000000
0.15	 1.80	 1.000000
0.15	 1.83	 1.000000
0.15	 1.85	 1.000000
0.15	 1.88	 1.000000
0.15	 1.90	 1.000000
0.15	 1.93	 1.000000
0.15	 1.95	 1.000000
0.15	 1.98	 1.000000
0.15	 2.00	 1.000000
0.17	 0.00	 1.000000
0.17	 0.03	 1.000000
0.17	 0.05	 1.000000
0.17	 0.08	 1.000000
0.17	 0.10	 1.000000
0.17	 0.13	 1.000000
0.17	 0.15	 1.000000
0.17	 0.17	 1.000000
0.17	 0.20	 1.000000
0.17	 0.23	 1.000000
0.17	 0.25	 1.000000
0.17	 0.28	 1.000000
0.17	 0.30	 1.000000
0.17	 0.33	 1.000000
0.17	 0.35	 1.000000
0.17	 0.38	 1.000000
0.17	 0.40	 1.000000
0.17	 0.43	 1.000000
0.17	 0.45	 1.000000
0.17	 0.47	 1.000000
0.17	 0.50	 1.000000
0.17	 0.53	 1.000000
0.17	 0.55	 1.000000
0.17	 0.57	 1.000000
0.17	 0.60	 1.000000
0.17	 0.63	 1.000000
0.17	 0.65	 1.000000
0.17	 0.68	 1.000000
0.17	 0.70	 1.000000
0.17	 0.73	 1.000000
0.17	 0.75	 1.000000
0.17	 0.78	 1.000000
0.17	 0.80	 1.000000
0.17	 0.82	 1.000000
0.17	 0.85	 1.000000
0.17	 0.88	 1.000000
0.17	 0.90	 1.000000
0.17	 0.93	 1.000000
0.17	 0.95	 1.000000
0.17	 0.98	 1.000000
0.17	 1.00	 1.000000
0.17	 1.02	 1.000000
0.17	 1.05	 1.000000
0.17	 1.08	 1.000000
0.17	 1.10	 1.000000
0.17	 1.13	 1.000000
0.17	 1.15	 1.000000
0.17	 1.18	 1.000000
0.17	 1.20	 1.000000
0.17	 1.23	 1.000000
0.17	 1.25	 1.000000
0.17	 1.27	 1.000000
0.17	 1.30	 1.000000
0.17	 1.33	 1.000000
0.17	 1.35	 1.000000
0.17	 1.38	 1.000000
0.17	 1.40	 1.000000
0.17	 1.43	 1.000000
0.17	 1.45	 1.000000
0.17	 1.48	 1.000000
0.17	 1.50	 1.000000
0.17	 1.52	 1.000000
0.17	 1.55	 1.000000
0.17	 1.58	 1.000000
0.17	 1.60	 1.000000
0.17	 1.63	 1.000000
0.17	 1.65	 1.000000
0.17	 1.68	 1.000000
0.17	 1.70	 1.000000
0.17	 1.73	 1.000000
0.17	 1.75	 1.000000
0.17	 1.77	 1.000000
0.17	 1.80	 1.000000
0.17	 1.83	 1.000000
0.17	 1.85	 1.000000
0.17	 1.88	 1.000000
0.17	 1.90	 1.000000
0.17	 1.93	 1.000000
0.17	 1.95	 1.000000
0.17	 1.98	 1.000000
0.17	 2.00	 1.000000
0.20	 0.00	 1.000000
0.20	 0.03	 1.000000
0.20	 0.05	 1.000000
0.20	 0.08	 1.000000
0.20	 0.10	 1.000000
0.20	 0.13	 1.000000
0.20	 0.15	 1.000000
0.20	 0.17	 1.000000
0.20	 0.20	 1.000000
0.20	 0.23	 1.000000
0.20	 0.25	 1.000000
0.20	 0.28	 1.000000
0.20	 0.30	 1.000000
0.20	 0.33	 1.000000
0.20	 0.35	 1.000000
0.20	 0.38	 1.000000
0.20	 0.40	 1.000000
0.20	 0.43	 1.000000
0.20	 0.45	 1.000000
0.20	 0.47	 1.000000
0.20	 0.50	 1.000000
0.20	 0.53	 1.000000
0.20	 0.55	 1.000000
0.20	 0.57	 1.000000
0.20	 0.60	 1.000000
0.20	 0.63	 1.000000
0.20	 0.65	 1.000000
0.20	 0.68	 1.000000
0.20	 0.70	 1.000000
0.20	 0.73	 1.000000
0.20	 0.75	 1.000000
0.20	 0.78	 1.000000
0.20	 0.80	 1.000000
0.20	 0.82	 1.000000
0.20	 0.85	 1.000000
0.20	 0.88	 1.000000
0.20	 0.90	 1.000000
0.20	 0.93	 1.000000
0.20	 0.95	 1.000000
0.20	 0.98	 1.000000
0.20	 1.00	 1.000000
0.20	 1.02	 1.000000
0.20	 1.05	 1.000000
0.20	 1.08	 1.000000
0.20	 1.10	 1.000000
0.20	 1.13	 1.000000
0.20	 1.15	 1.000000
0.20	 1.18	 1.000000
0.20	 1.20	 1.000000
0.20	 1.23	 1.000000
0.20	 1.25	 1.000000
0.20	 1.27	 1.000000
0.20	 1.30	 1.000000
0.20	 1.33	 1.000000
0.20	 1.35	 1.000000
0.20	 1.38	 1.000000
0.20	 1.40	 1.000000
0.20	 1.43	 1.000000
0.20	 1.45	 1.000000
0.20	 1.48	 1.000000
0.20	 1.50	 1.000000
0.20	 1.52	 1.000000
0.20	 1.55	 1.000000
0.20	 1.58	 1.000000
0.20	 1.60	 1.000000
0.20	 1.63	 1.000000
0.20	 1.65	 1.000000
0.20	 1.68	 1.000000
0.20	 1.70	 1.000000
0.20	 1.73	 1.000000
0.20	 1.75	 1.000000
0.20	 1.77	 1.000000
0.20	 1.80	 1.000000
0.20	 1.83	 1.000000
0.20	 1.85	 1.000000
0.20	 1.88	 1.000000
0.20	 1.90	 1.000000
0.20	 1.93	 1.000000
0.20	 1.95	 1.000000
0.20	 1.98	 1.000000
0.20	 2.00	 1.000000
0.23	 0.00	 1.000000
0.23	 0.03	 1.000000
0.23	 0.05	 1.000000
0.23	 0.08	 1.000000
0.23	 0.10	 1.000000
0.23	 0.13	 1.000000
0.23	 0.15	 1.000000
0.23	 0.17	 1.000000
0.23	 0.20	 1.000000
0.23	 0.23	 1.000000
0.23	 0.25	 1.000000
0.23	 0.28	 1.000000
0.23	 0.30	 1.000000
0.23	 0.33	 1.000000
0.23	 0.35	 1.000000
0.23	 0.38	 1.000000
0.23	 0.40	 1.000000
0.23	 0.43	 1.000000
0.23	 0.45	 1.000000
0.23	 0.47	 1.000000
0.23	 0.50	 1.000000
0.23	 0.53	 1.000000
0.23	 0.55	 1.000000
0.23	 0.57	 1.000000
0.23	 0.60	 1.000000
0.23	 0.63	 1.000000
0.23	 0.65	 1.000000
0.23	 0.68	 1.000000
0.23	 0.70	 1.000000
0.23	 0.73	 1.000000
0.23	 0.75	 1.000000
0.23	 0.78	 1.000000
0.23	 0.80	 1.000000
0.23	 0.82	 1.000000
0.23	 0.85	 1.000000
0.23	 0.88	 1.000000
0.23	 0.90	 1.000000
0.23	 0.93	 1.000000
0.23	 0.95	 1.000000
0.23	 0.98	 1.000000
0.23	 1.00	 1.000000
0.23	 1.02	 1.000000
0.23	 1.05	 1.000000
0.23	 1.08	 1.000000
0.23	 1.10	 1.000000
0.23	 1.13	 1.000000
0.23	 1.15	 1.000000
0.23	 1.18	 1.000000
0.23	 1.20	 1.000000
0.23	 1.23	 1.000000
0.23	 1.25	 1.000000
0.23	 1.27	 1.000000
0.23	 1.30	 1.000000
0.23	 1.33	 1.000000
0.23	 1.35	 1.000000
0.23	 1.38	 1.000000
0.23	 1.40	 1.000000
0.23	 1.43	 1.000000
0.23	 1.45	 1.000000
0.23	 1.48	 1.000000
0.23	 1.50	 1.000000
0.23	 1.52	 1.000000
0.23	 1.55	 1.000000
0.23	 1.58	 1.000000
0.23	 1.60	 1.000000
0.23	 1.63	 1.000000
0.23	 1.65	 1.000000
0.23	 1.68	 1.000000
0.23	 1.70	 1.000000
0.23	 1.73	 1.000000
0.23	 1.75	 1.000000
0.23	 1.77	 1.000000
0.23	 1.80	 1.000000
0.23	 1.83	 1.000000
0.23	 1.85	 1.000000
0.23	 1.88	 1.000000
0.23	 1.90	 1.000000
0.23	 1.93	 1.000000
0.23	 1.95	 1.000000
0.23	 1.98	 1.000000
0.23	 2.00	 1.000000
0.25	 0.00	 1.000000
0.25	 0.03	 1.000000
0.25	 0.05	 1.000000
0.25	 0.08	 1.000000
0.25	 0.10	 1.000000
0.25	 0.13	 1.000000
0.25	 0.15	 1.000000
0.25	 0.17	 1.000000
0.25	 0.20	 1.000000
0.25	 0.23	 1.000000
0.25	 0.25	 1.000000
0.25	 0.28	 1.000000
0.25	 0.30	 1.000000
0.25	 0.33	 1.000000
0.25	 0.35	 1.000000
0.25	 0.38	 1.000000
0.25	 0.40	 1.000000
0.25	 0.43	 1.000000
0.25	 0.45	 1.000000
0.25	 0.47	 1.000000
0.25	 0.50	 1.000000
0.25	 0.53	 1.000000
0.25	 0.55	 1.000000
0.25	 0.57	 1.000000
0.25	 0.60	 1.000000
0.25	 0.63	 1.000000
0.25	 0.65	 1.000000
0.25	 0.68	 1.000000
0.25	 0.70	 1.000000
0.25	 0.73	 1.000000
0.25	 0.75	 1.000000
0.25	 0.78	 1.000000
0.25	 0.80	 1.000000
0.25	 0.82	 1.000000
0.25	 0.85	 1.000000
0.25	 0.88	 1.000000
0.25	 0.90	 1.000000
0.25	 0.93	 1.000000
0.25	 0.95	 1.000000
0.25	 0.98	 1.000000
0.25	 1.00	 1.000000
0.25	 1.02	 1.000000
0.25	 1.05	 1.000000
0.25	 1.08	 1.000000
0.25	 1.10	 1.000000
0.25	 1.13	 1.000000
0.25	 1.15	 1.000000
0.25	 1.18	 1.000000
0.25	 1.20	 1.000000
0.25	 1.23	 1.000000
0.25	 1.25	 1.000000
0.25	 1.27	 1.000000
0.25	 1.30	 1.000000
0.25	 1.33	 1.000000
0.25	 1.35	 1.000000
0.25	 1.38	 1.000000
0.25	 1.40	 1.000000
0.25	 1.43	 1.000000
0.25	 1.45	 1.000000
0.25	 1.48	 1.000000
0.25	 1.50	 1.000000
0.25	 1.52	 1.000000
0.25	 1.55	 1.000000
0.25	 1.58	 1.000000
0.25	 1.60	 1.000000
0.25	 1.63	 1.000000
0.25	 1.65	 1.000000
0.25	 1.68	 1.000000
0.25	 1.70	 1.000000
0.25	 1.73	 1.000000
0.25	 1.75	 1.000000
0.25	 1.77	 1.000000
0.25	 1.80	 1.000000
0.25	 1.83	 1.000000
0.25	 1.85	 1.000000
0.25	 1.88	 1.000000
0.25	 1.90	 1.000000
0.25	 1.93	 1.000000
0.25	 1.95	 1.000000
0.25	 1.98	 1.000000
0.25	 2.00	 1.000000
0.28	 0.00	 1.000000
0.28	 0.03	 1.000000
0.28	 0.05	 1.000000
0.28	 0.08	 1.000000
0.28	 0.10	 1.000000
0.28	 0.13	 1.000000
0.28	 0.15	 1.000000
0.28	 0.17	 1.000000
0.28	 0.20	 1.000000
0.28	 0.23	 1.000000
0.28	 0.25	 1.000000
0.28	 0.28	 1.000000
0.28	 0.30	 1.000000
0.28	 0.33	 1.000000
0.28	 0.35	 1.000000
0.28	 0.38	 1.000000
0.28	 0.40	 1.000000
0.28	 0.43	 1.000000
0.28	 0.45	 1.000000
0.28	 0.47	 1.000000
0.28	 0.50	 1.000000
0.28	 0.53	 1.000000
0.28	 0.55	 1.000000
0.28	 0.57	 1.000000
0.28	 0.60	 1.000000
0.28	 0.63	 1.000000
0.28	 0.65	 1.000000
0.28	 0.68	 1.000000
0.28	 0.70	 1.000000
0.28	 0.73	 1.000000
0.28	 0.75	 1.000000
0.28	 0.78	 1.000000
0.28	 0.80	 1.000000
0.28	 0.82	 1.000000
0.28	 0.85	 1.000000
0.28	 0.88	 1.000000
0.28	 0.90	 1.000000
0.28	 0.93	 1.000000
0.28	 0.95	 1.000000
