VARIABLES = "x"	,"y"	,"u"
1.13	 1.95	 1.000062
1.13	 1.98	 1.000025
1.13	 2.00	 1.000000
1.15	 0.00	 1.000000
1.15	 0.03	 1.000000
1.15	 0.05	 1.000000
1.15	 0.08	 1.000000
1.15	 0.10	 1.000000
1.15	 0.13	 1.000000
1.15	 0.15	 1.000000
1.15	 0.17	 1.000000
1.15	 0.20	 1.000000
1.15	 0.23	 1.000000
1.15	 0.25	 1.000000
1.15	 0.28	 1.000000
1.15	 0.30	 1.000000
1.15	 0.33	 1.000000
1.15	 0.35	 1.000000
1.15	 0.38	 1.000000
1.15	 0.40	 1.000000
1.15	 0.43	 1.000000
1.15	 0.45	 1.000000
1.15	 0.47	 1.000000
1.15	 0.50	 1.000000
1.15	 0.53	 1.000000
1.15	 0.55	 1.000000
1.15	 0.57	 1.000001
1.15	 0.60	 1.000003
1.15	 0.63	 1.000014
1.15	 0.65	 1.000059
1.15	 0.68	 1.000215
1.15	 0.70	 1.000679
1.15	 0.73	 1.001890
1.15	 0.75	 1.004699
1.15	 0.78	 1.010550
1.15	 0.80	 1.021586
1.15	 0.82	 1.040556
1.15	 0.85	 1.070457
1.15	 0.88	 1.113886
1.15	 0.90	 1.172268
1.15	 0.93	 1.245185
1.15	 0.95	 1.330086
1.15	 0.98	 1.422517
1.15	 1.00	 1.516863
1.15	 1.02	 1.607368
1.15	 1.05	 1.689138
1.15	 1.08	 1.758860
1.15	 1.10	 1.815061
1.15	 1.13	 1.857959
1.15	 1.15	 1.889010
1.15	 1.18	 1.910346
1.15	 1.20	 1.924252
1.15	 1.23	 1.932777
1.15	 1.25	 1.937459
1.15	 1.27	 1.939158
1.15	 1.30	 1.937920
1.15	 1.33	 1.932878
1.15	 1.35	 1.922242
1.15	 1.38	 1.903460
1.15	 1.40	 1.873645
1.15	 1.43	 1.830252
1.15	 1.45	 1.771886
1.15	 1.48	 1.698975
1.15	 1.50	 1.614076
1.15	 1.52	 1.521646
1.15	 1.55	 1.427300
1.15	 1.58	 1.336796
1.15	 1.60	 1.255025
1.15	 1.63	 1.185304
1.15	 1.65	 1.129103
1.15	 1.68	 1.086204
1.15	 1.70	 1.055151
1.15	 1.73	 1.033804
1.15	 1.75	 1.019852
1.15	 1.77	 1.011171
1.15	 1.80	 1.006025
1.15	 1.83	 1.003116
1.15	 1.85	 1.001545
1.15	 1.88	 1.000735
1.15	 1.90	 1.000335
1.15	 1.93	 1.000147
1.15	 1.95	 1.000062
1.15	 1.98	 1.000025
1.15	 2.00	 1.000000
1.18	 0.00	 1.000000
1.18	 0.03	 1.000000
1.18	 0.05	 1.000000
1.18	 0.08	 1.000000
1.18	 0.10	 1.000000
1.18	 0.13	 1.000000
1.18	 0.15	 1.000000
1.18	 0.17	 1.000000
1.18	 0.20	 1.000000
1.18	 0.23	 1.000000
1.18	 0.25	 1.000000
1.18	 0.28	 1.000000
1.18	 0.30	 1.000000
1.18	 0.33	 1.000000
1.18	 0.35	 1.000000
1.18	 0.38	 1.000000
1.18	 0.40	 1.000000
1.18	 0.43	 1.000000
1.18	 0.45	 1.000000
1.18	 0.47	 1.000000
1.18	 0.50	 1.000000
1.18	 0.53	 1.000000
1.18	 0.55	 1.000000
1.18	 0.57	 1.000001
1.18	 0.60	 1.000003
1.18	 0.63	 1.000015
1.18	 0.65	 1.000064
1.18	 0.68	 1.000233
1.18	 0.70	 1.000730
1.18	 0.73	 1.002022
1.18	 0.75	 1.005004
1.18	 0.78	 1.011185
1.18	 0.80	 1.022789
1.18	 0.82	 1.042648
1.18	 0.85	 1.073819
1.18	 0.88	 1.118913
1.18	 0.90	 1.179306
1.18	 0.93	 1.254471
1.18	 0.95	 1.341703
1.18	 0.98	 1.436383
1.18	 1.00	 1.532753
1.18	 1.02	 1.624960
1.18	 1.05	 1.708071
1.18	 1.08	 1.778783
1.18	 1.10	 1.835672
1.18	 1.13	 1.879019
1.18	 1.15	 1.910346
1.18	 1.18	 1.931840
1.18	 1.20	 1.945830
1.18	 1.23	 1.954387
1.18	 1.25	 1.959057
1.18	 1.27	 1.960685
1.18	 1.30	 1.959279
1.18	 1.33	 1.953909
1.18	 1.35	 1.942705
1.18	 1.38	 1.923034
1.18	 1.40	 1.891949
1.18	 1.43	 1.846892
1.18	 1.45	 1.786514
1.18	 1.48	 1.711355
1.18	 1.50	 1.624126
1.18	 1.52	 1.529446
1.18	 1.55	 1.433076
1.18	 1.58	 1.340870
1.18	 1.60	 1.257758
1.18	 1.63	 1.187046
1.18	 1.65	 1.130158
1.18	 1.68	 1.086810
1.18	 1.70	 1.055481
1.18	 1.73	 1.033975
1.18	 1.75	 1.019935
1.18	 1.77	 1.011210
1.18	 1.80	 1.006042
1.18	 1.83	 1.003123
1.18	 1.85	 1.001547
1.18	 1.88	 1.000736
1.18	 1.90	 1.000336
1.18	 1.93	 1.000147
1.18	 1.95	 1.000062
1.18	 1.98	 1.000025
1.18	 2.00	 1.000000
1.20	 0.00	 1.000000
1.20	 0.03	 1.000000
1.20	 0.05	 1.000000
1.20	 0.08	 1.000000
1.20	 0.10	 1.000000
1.20	 0.13	 1.000000
1.20	 0.15	 1.000000
1.20	 0.17	 1.000000
1.20	 0.20	 1.000000
1.20	 0.23	 1.000000
1.20	 0.25	 1.000000
1.20	 0.28	 1.000000
1.20	 0.30	 1.000000
1.20	 0.33	 1.000000
1.20	 0.35	 1.000000
1.20	 0.38	 1.000000
1.20	 0.40	 1.000000
1.20	 0.43	 1.000000
1.20	 0.45	 1.000000
1.20	 0.47	 1.000000
1.20	 0.50	 1.000000
1.20	 0.53	 1.000000
1.20	 0.55	 1.000000
1.20	 0.57	 1.000001
1.20	 0.60	 1.000003
1.20	 0.63	 1.000016
1.20	 0.65	 1.000069
1.20	 0.68	 1.000246
1.20	 0.70	 1.000770
1.20	 0.73	 1.002123
1.20	 0.75	 1.005235
1.20	 0.78	 1.011660
1.20	 0.80	 1.023676
1.20	 0.82	 1.044170
1.20	 0.85	 1.076232
1.20	 0.88	 1.122475
1.20	 0.90	 1.184232
1.20	 0.93	 1.260894
1.20	 0.95	 1.349650
1.20	 0.98	 1.445774
1.20	 1.00	 1.543417
1.20	 1.02	 1.636674
1.20	 1.05	 1.720595
1.20	 1.08	 1.791891
1.20	 1.10	 1.849176
1.20	 1.13	 1.892775
1.20	 1.15	 1.924252
1.20	 1.18	 1.945830
1.20	 1.20	 1.959861
1.20	 1.23	 1.968430
1.20	 1.25	 1.973084
1.20	 1.27	 1.974654
1.20	 1.30	 1.973119
1.20	 1.33	 1.967506
1.20	 1.35	 1.955890
1.20	 1.38	 1.935585
1.20	 1.40	 1.903608
1.20	 1.43	 1.857402
1.20	 1.45	 1.795660
1.20	 1.48	 1.719004
1.20	 1.50	 1.630250
1.20	 1.52	 1.534127
1.20	 1.55	 1.436484
1.20	 1.58	 1.343228
1.20	 1.60	 1.259307
1.20	 1.63	 1.188010
1.20	 1.65	 1.130726
1.20	 1.68	 1.087126
1.20	 1.70	 1.055646
1.20	 1.73	 1.034056
1.20	 1.75	 1.019972
1.20	 1.77	 1.011226
1.20	 1.80	 1.006048
1.20	 1.83	 1.003124
1.20	 1.85	 1.001548
1.20	 1.88	 1.000736
1.20	 1.90	 1.000335
1.20	 1.93	 1.000147
1.20	 1.95	 1.000062
1.20	 1.98	 1.000025
1.20	 2.00	 1.000000
1.23	 0.00	 1.000000
1.23	 0.03	 1.000000
1.23	 0.05	 1.000000
1.23	 0.08	 1.000000
1.23	 0.10	 1.000000
1.23	 0.13	 1.000000
1.23	 0.15	 1.000000
1.23	 0.17	 1.000000
1.23	 0.20	 1.000000
1.23	 0.23	 1.000000
1.23	 0.25	 1.000000
1.23	 0.28	 1.000000
1.23	 0.30	 1.000000
1.23	 0.33	 1.000000
1.23	 0.35	 1.000000
1.23	 0.38	 1.000000
1.23	 0.40	 1.000000
1.23	 0.43	 1.000000
1.23	 0.45	 1.000000
1.23	 0.47	 1.000000
1.23	 0.50	 1.000000
1.23	 0.53	 1.000000
1.23	 0.55	 1.000000
1.23	 0.57	 1.000001
1.23	 0.60	 1.000004
1.23	 0.63	 1.000017
1.23	 0.65	 1.000072
1.23	 0.68	 1.000257
1.23	 0.70	 1.000799
1.23	 0.73	 1.002198
1.23	 0.75	 1.005401
1.23	 0.78	 1.011997
1.23	 0.80	 1.024297
1.23	 0.82	 1.045221
1.23	 0.85	 1.077877
1.23	 0.88	 1.124870
1.23	 0.90	 1.187501
1.23	 0.93	 1.265105
1.23	 0.95	 1.354799
1.23	 0.98	 1.451792
1.23	 1.00	 1.550185
1.23	 1.02	 1.644042
1.23	 1.05	 1.728413
1.23	 1.08	 1.800024
1.23	 1.10	 1.857512
1.23	 1.13	 1.901233
1.23	 1.15	 1.932777
1.23	 1.18	 1.954387
1.23	 1.20	 1.968430
1.23	 1.23	 1.976996
1.23	 1.25	 1.981631
1.23	 1.27	 1.983156
1.23	 1.30	 1.981528
1.23	 1.33	 1.975743
1.23	 1.35	 1.963842
1.23	 1.38	 1.943106
1.23	 1.40	 1.910536
1.23	 1.43	 1.863580
1.23	 1.45	 1.800963
1.23	 1.48	 1.723365
1.23	 1.50	 1.633673
1.23	 1.52	 1.536681
1.23	 1.55	 1.438289
1.23	 1.58	 1.344432
1.23	 1.60	 1.260061
1.23	 1.63	 1.188450
1.23	 1.65	 1.130962
1.23	 1.68	 1.087241
1.23	 1.70	 1.055694
1.23	 1.73	 1.034070
1.23	 1.75	 1.019973
1.23	 1.77	 1.011221
1.23	 1.80	 1.006043
1.23	 1.83	 1.003121
1.23	 1.85	 1.001545
1.23	 1.88	 1.000734
1.23	 1.90	 1.000335
1.23	 1.93	 1.000146
1.23	 1.95	 1.000061
1.23	 1.98	 1.000025
1.23	 2.00	 1.000000
1.25	 0.00	 1.000000
1.25	 0.03	 1.000000
1.25	 0.05	 1.000000
1.25	 0.08	 1.000000
1.25	 0.10	 1.000000
1.25	 0.13	 1.000000
1.25	 0.15	 1.000000
1.25	 0.17	 1.000000
1.25	 0.20	 1.000000
1.25	 0.23	 1.000000
1.25	 0.25	 1.000000
1.25	 0.28	 1.000000
1.25	 0.30	 1.000000
1.25	 0.33	 1.000000
1.25	 0.35	 1.000000
1.25	 0.38	 1.000000
1.25	 0.40	 1.000000
1.25	 0.43	 1.000000
1.25	 0.45	 1.000000
1.25	 0.47	 1.000000
1.25	 0.50	 1.000000
1.25	 0.53	 1.000000
1.25	 0.55	 1.000000
1.25	 0.57	 1.000001
1.25	 0.60	 1.000004
1.25	 0.63	 1.000018
1.25	 0.65	 1.000074
1.25	 0.68	 1.000264
1.25	 0.70	 1.000820
1.25	 0.73	 1.002249
1.25	 0.75	 1.005515
1.25	 0.78	 1.012224
1.25	 0.80	 1.024710
1.25	 0.82	 1.045909
1.25	 0.85	 1.078936
1.25	 0.88	 1.126389
1.25	 0.90	 1.189544
1.25	 0.93	 1.267696
1.25	 0.95	 1.357920
1.25	 0.98	 1.455386
1.25	 1.00	 1.554167
1.25	 1.02	 1.648317
1.25	 1.05	 1.732888
1.25	 1.08	 1.804621
1.25	 1.10	 1.862171
1.25	 1.13	 1.905915
1.25	 1.15	 1.937459
1.25	 1.18	 1.959057
1.25	 1.20	 1.973084
1.25	 1.23	 1.981631
1.25	 1.25	 1.986242
1.25	 1.27	 1.987728
1.25	 1.30	 1.986032
1.25	 1.33	 1.980131
1.25	 1.35	 1.968043
1.25	 1.38	 1.947031
1.25	 1.40	 1.914089
1.25	 1.43	 1.866672
1.25	 1.45	 1.803532
1.25	 1.48	 1.725386
1.25	 1.50	 1.635164
1.25	 1.52	 1.537699
1.25	 1.55	 1.438918
1.25	 1.58	 1.344768
1.25	 1.60	 1.260197
1.25	 1.63	 1.188465
1.25	 1.65	 1.130914
1.25	 1.68	 1.087169
1.25	 1.70	 1.055623
1.25	 1.73	 1.034011
1.25	 1.75	 1.019928
1.25	 1.77	 1.011190
1.25	 1.80	 1.006023
1.25	 1.83	 1.003108
1.25	 1.85	 1.001538
1.25	 1.88	 1.000730
1.25	 1.90	 1.000332
1.25	 1.93	 1.000145
1.25	 1.95	 1.000061
1.25	 1.98	 1.000024
1.25	 2.00	 1.000000
1.27	 0.00	 1.000000
1.27	 0.03	 1.000000
1.27	 0.05	 1.000000
1.27	 0.08	 1.000000
1.27	 0.10	 1.000000
1.27	 0.13	 1.000000
1.27	 0.15	 1.000000
1.27	 0.17	 1.000000
1.27	 0.20	 1.000000
1.27	 0.23	 1.000000
1.27	 0.25	 1.000000
1.27	 0.28	 1.000000
1.27	 0.30	 1.000000
1.27	 0.33	 1.000000
1.27	 0.35	 1.000000
1.27	 0.38	 1.000000
1.27	 0.40	 1.000000
1.27	 0.43	 1.000000
1.27	 0.45	 1.000000
1.27	 0.47	 1.000000
1.27	 0.50	 1.000000
1.27	 0.53	 1.000000
1.27	 0.55	 1.000000
1.27	 0.57	 1.000001
1.27	 0.60	 1.000004
1.27	 0.63	 1.000018
1.27	 0.65	 1.000075
1.27	 0.68	 1.000269
1.27	 0.70	 1.000834
1.27	 0.73	 1.002283
1.27	 0.75	 1.005589
1.27	 0.78	 1.012368
1.27	 0.80	 1.024967
1.27	 0.82	 1.046328
1.27	 0.85	 1.079567
1.27	 0.88	 1.127274
1.27	 0.90	 1.190702
1.27	 0.93	 1.269122
1.27	 0.95	 1.359581
1.27	 0.98	 1.457228
1.27	 1.00	 1.556123
1.27	 1.02	 1.650321
1.27	 1.05	 1.734882
1.27	 1.08	 1.806563
1.27	 1.10	 1.864037
1.27	 1.13	 1.907696
1.27	 1.15	 1.939158
1.27	 1.18	 1.960685
1.27	 1.20	 1.974654
1.27	 1.23	 1.983156
1.27	 1.25	 1.987728
1.27	 1.27	 1.989175
1.27	 1.30	 1.987427
1.27	 1.33	 1.981448
1.27	 1.35	 1.969242
1.27	 1.38	 1.948066
1.27	 1.40	 1.914909
1.27	 1.43	 1.867239
1.27	 1.45	 1.803825
1.27	 1.48	 1.725411
1.27	 1.50	 1.634954
1.27	 1.52	 1.537309
1.27	 1.55	 1.438414
1.27	 1.58	 1.344216
1.27	 1.60	 1.259655
1.27	 1.63	 1.187974
1.27	 1.65	 1.130499
1.27	 1.68	 1.086840
1.27	 1.70	 1.055375
1.27	 1.73	 1.033834
1.27	 1.75	 1.019807
1.27	 1.77	 1.011112
1.27	 1.80	 1.005974
1.27	 1.83	 1.003079
1.27	 1.85	 1.001522
1.27	 1.88	 1.000721
1.27	 1.90	 1.000328
1.27	 1.93	 1.000143
1.27	 1.95	 1.000060
1.27	 1.98	 1.000024
1.27	 2.00	 1.000000
1.30	 0.00	 1.000000
1.30	 0.03	 1.000000
1.30	 0.05	 1.000000
1.30	 0.08	 1.000000
1.30	 0.10	 1.000000
1.30	 0.13	 1.000000
1.30	 0.15	 1.000000
1.30	 0.17	 1.000000
1.30	 0.20	 1.000000
1.30	 0.23	 1.000000
1.30	 0.25	 1.000000
1.30	 0.28	 1.000000
1.30	 0.30	 1.000000
1.30	 0.33	 1.000000
1.30	 0.35	 1.000000
1.30	 0.38	 1.000000
1.30	 0.40	 1.000000
1.30	 0.43	 1.000000
1.30	 0.45	 1.000000
1.30	 0.47	 1.000000
1.30	 0.50	 1.000000
1.30	 0.53	 1.000000
1.30	 0.55	 1.000000
1.30	 0.57	 1.000001
1.30	 0.60	 1.000004
1.30	 0.63	 1.000018
1.30	 0.65	 1.000076
1.30	 0.68	 1.000272
1.30	 0.70	 1.000843
1.30	 0.73	 1.002303
1.30	 0.75	 1.005632
1.30	 0.78	 1.012451
1.30	 0.80	 1.025109
1.30	 0.82	 1.046549
1.30	 0.85	 1.079882
1.30	 0.88	 1.127684
1.30	 0.90	 1.191189
1.30	 0.93	 1.269645
1.30	 0.95	 1.360083
1.30	 0.98	 1.457638
1.30	 1.00	 1.556372
1.30	 1.02	 1.650349
1.30	 1.05	 1.734650
1.30	 1.08	 1.806053
1.30	 1.10	 1.863256
1.30	 1.13	 1.906668
1.30	 1.15	 1.937920
1.30	 1.18	 1.959279
1.30	 1.20	 1.973119
1.30	 1.23	 1.981528
1.30	 1.25	 1.986032
1.30	 1.27	 1.987427
1.30	 1.30	 1.985631
1.30	 1.33	 1.979598
1.30	 1.35	 1.967325
1.30	 1.38	 1.946065
1.30	 1.40	 1.912813
1.30	 1.43	 1.865047
1.30	 1.45	 1.801556
1.30	 1.48	 1.723104
1.30	 1.50	 1.632669
1.30	 1.52	 1.535115
1.30	 1.55	 1.436381
1.30	 1.58	 1.342404
1.30	 1.60	 1.258103
1.30	 1.63	 1.186700
1.30	 1.65	 1.129497
1.30	 1.68	 1.086084
1.30	 1.70	 1.054830
1.30	 1.73	 1.033456
1.30	 1.75	 1.019557
1.30	 1.77	 1.010953
1.30	 1.80	 1.005878
1.30	 1.83	 1.003023
1.30	 1.85	 1.001491
1.30	 1.88	 1.000705
1.30	 1.90	 1.000319
1.30	 1.93	 1.000139
1.30	 1.95	 1.000058
1.30	 1.98	 1.000023
1.30	 2.00	 1.000000
1.33	 0.00	 1.000000
1.33	 0.03	 1.000000
1.33	 0.05	 1.000000
1.33	 0.08	 1.000000
1.33	 0.10	 1.000000
1.33	 0.13	 1.000000
1.33	 0.15	 1.000000
1.33	 0.17	 1.000000
1.33	 0.20	 1.000000
1.33	 0.23	 1.000000
1.33	 0.25	 1.000000
1.33	 0.28	 1.000000
1.33	 0.30	 1.000000
1.33	 0.33	 1.000000
1.33	 0.35	 1.000000
1.33	 0.38	 1.000000
1.33	 0.40	 1.000000
1.33	 0.43	 1.000000
1.33	 0.45	 1.000000
1.33	 0.47	 1.000000
1.33	 0.50	 1.000000
1.33	 0.53	 1.000000
1.33	 0.55	 1.000000
1.33	 0.57	 1.000001
1.33	 0.60	 1.000004
1.33	 0.63	 1.000018
1.33	 0.65	 1.000077
1.33	 0.68	 1.000274
1.33	 0.70	 1.000847
1.33	 0.73	 1.002314
1.33	 0.75	 1.005653
1.33	 0.78	 1.012486
1.33	 0.80	 1.025159
1.33	 0.82	 1.046609
1.33	 0.85	 1.079930
1.33	 0.88	 1.127675
1.33	 0.90	 1.191057
1.33	 0.93	 1.269297
1.33	 0.95	 1.359410
1.33	 0.98	 1.456528
1.33	 1.00	 1.554725
1.33	 1.02	 1.648095
1.33	 1.05	 1.731755
1.33	 1.08	 1.802527
1.33	 1.10	 1.859145
1.33	 1.13	 1.902047
1.33	 1.15	 1.932878
1.33	 1.18	 1.953909
1.33	 1.20	 1.967506
1.33	 1.23	 1.975743
1.33	 1.25	 1.980131
1.33	 1.27	 1.981448
1.33	 1.30	 1.979598
1.33	 1.33	 1.973526
1.33	 1.35	 1.961223
1.33	 1.38	 1.939947
1.33	 1.40	 1.906704
1.33	 1.43	 1.858991
1.33	 1.45	 1.795623
1.33	 1.48	 1.717388
1.33	 1.50	 1.627277
1.33	 1.52	 1.530160
1.33	 1.55	 1.431963
1.33	 1.58	 1.338593
1.33	 1.60	 1.254933
1.33	 1.63	 1.184161
1.33	 1.65	 1.127543
1.33	 1.68	 1.084640
1.33	 1.70	 1.053806
1.33	 1.73	 1.032761
1.33	 1.75	 1.019105
1.33	 1.77	 1.010671
1.33	 1.80	 1.005710
1.33	 1.83	 1.002927
1.33	 1.85	 1.001438
1.33	 1.88	 1.000677
1.33	 1.90	 1.000305
1.33	 1.93	 1.000132
1.33	 1.95	 1.000055
1.33	 1.98	 1.000022
1.33	 2.00	 1.000000
1.35	 0.00	 1.000000
1.35	 0.03	 1.000000
1.35	 0.05	 1.000000
1.35	 0.08	 1.000000
1.35	 0.10	 1.000000
1.35	 0.13	 1.000000
1.35	 0.15	 1.000000
1.35	 0.17	 1.000000
1.35	 0.20	 1.000000
1.35	 0.23	 1.000000
1.35	 0.25	 1.000000
1.35	 0.28	 1.000000
1.35	 0.30	 1.000000
1.35	 0.33	 1.000000
1.35	 0.35	 1.000000
1.35	 0.38	 1.000000
1.35	 0.40	 1.000000
1.35	 0.43	 1.000000
1.35	 0.45	 1.000000
1.35	 0.47	 1.000000
1.35	 0.50	 1.000000
1.35	 0.53	 1.000000
1.35	 0.55	 1.000000
1.35	 0.57	 1.000001
1.35	 0.60	 1.000004
1.35	 0.63	 1.000019
1.35	 0.65	 1.000077
1.35	 0.68	 1.000275
1.35	 0.70	 1.000849
1.35	 0.73	 1.002316
1.35	 0.75	 1.005653
1.35	 0.78	 1.012476
1.35	 0.80	 1.025121
1.35	 0.82	 1.046503
1.35	 0.85	 1.079687
1.35	 0.88	 1.127189
1.35	 0.90	 1.190182
1.35	 0.93	 1.267853
1.35	 0.95	 1.357200
1.35	 0.98	 1.453362
1.35	 1.00	 1.550447
1.35	 1.02	 1.642608
1.35	 1.05	 1.725034
1.35	 1.08	 1.794620
1.35	 1.10	 1.850167
1.35	 1.13	 1.892152
1.35	 1.15	 1.922242
1.35	 1.18	 1.942705
1.35	 1.20	 1.955890
1.35	 1.23	 1.963842
1.35	 1.25	 1.968043
1.35	 1.27	 1.969242
1.35	 1.30	 1.967325
1.35	 1.33	 1.961223
1.35	 1.35	 1.948929
1.35	 1.38	 1.927710
1.35	 1.40	 1.894598
1.35	 1.43	 1.847126
1.35	 1.45	 1.784146
1.35	 1.48	 1.706479
1.35	 1.50	 1.617134
1.35	 1.52	 1.520973
1.35	 1.55	 1.423888
1.35	 1.58	 1.331728
1.35	 1.60	 1.249302
1.35	 1.63	 1.179715
1.35	 1.65	 1.124169
1.35	 1.68	 1.082182
1.35	 1.70	 1.052089
1.35	 1.73	 1.031612
1.35	 1.75	 1.018368
1.35	 1.77	 1.010219
1.35	 1.80	 1.005444
1.35	 1.83	 1.002777
1.35	 1.85	 1.001357
1.35	 1.88	 1.000635
1.35	 1.90	 1.000285
1.35	 1.93	 1.000122
1.35	 1.95	 1.000050
1.35	 1.98	 1.000020
1.35	 2.00	 1.000000
1.38	 0.00	 1.000000
1.38	 0.03	 1.000000
1.38	 0.05	 1.000000
1.38	 0.08	 1.000000
1.38	 0.10	 1.000000
1.38	 0.13	 1.000000
1.38	 0.15	 1.000000
1.38	 0.17	 1.000000
1.38	 0.20	 1.000000
1.38	 0.23	 1.000000
1.38	 0.25	 1.000000
1.38	 0.28	 1.000000
1.38	 0.30	 1.000000
1.38	 0.33	 1.000000
1.38	 0.35	 1.000000
1.38	 0.38	 1.000000
1.38	 0.40	 1.000000
1.38	 0.43	 1.000000
1.38	 0.45	 1.000000
1.38	 0.47	 1.000000
1.38	 0.50	 1.000000
1.38	 0.53	 1.000000
1.38	 0.55	 1.000000
1.38	 0.57	 1.000001
1.38	 0.60	 1.000004
1.38	 0.63	 1.000019
1.38	 0.65	 1.000077
1.38	 0.68	 1.000274
1.38	 0.70	 1.000847
1.38	 0.73	 1.002309
1.38	 0.75	 1.005630
1.38	 0.78	 1.012415
1.38	 0.80	 1.024973
1.38	 0.82	 1.046183
1.38	 0.85	 1.079055
1.38	 0.88	 1.126044
1.38	 0.90	 1.188256
1.38	 0.93	 1.264832
1.38	 0.95	 1.352751
1.38	 0.98	 1.447176
1.38	 1.00	 1.542288
1.38	 1.02	 1.632346
1.38	 1.05	 1.712666
1.38	 1.08	 1.780267
1.38	 1.10	 1.834048
1.38	 1.13	 1.874550
1.38	 1.15	 1.903460
1.38	 1.18	 1.923034
1.38	 1.20	 1.935585
1.38	 1.23	 1.943106
1.38	 1.25	 1.947031
1.38	 1.27	 1.948066
1.38	 1.30	 1.946065
1.38	 1.33	 1.939947
1.38	 1.35	 1.927710
1.38	 1.38	 1.906648
1.38	 1.40	 1.873841
1.38	 1.43	 1.826879
1.38	 1.45	 1.764678
1.38	 1.48	 1.688106
1.38	 1.50	 1.600189
1.38	 1.52	 1.505764
1.38	 1.55	 1.410652
1.38	 1.58	 1.320595
1.38	 1.60	 1.240275
1.38	 1.63	 1.172673
1.38	 1.65	 1.118893
1.38	 1.68	 1.078390
1.38	 1.70	 1.049477
1.38	 1.73	 1.029888
1.38	 1.75	 1.017279
1.38	 1.77	 1.009560
1.38	 1.80	 1.005062
1.38	 1.83	 1.002566
1.38	 1.85	 1.001245
1.38	 1.88	 1.000578
1.38	 1.90	 1.000257
1.38	 1.93	 1.000110
1.38	 1.95	 1.000045
1.38	 1.98	 1.000017
1.38	 2.00	 1.000000
1.40	 0.00	 1.000000
1.40	 0.03	 1.000000
1.40	 0.05	 1.000000
1.40	 0.08	 1.000000
1.40	 0.10	 1.000000
1.40	 0.13	 1.000000
1.40	 0.15	 1.000000
1.40	 0.17	 1.000000
1.40	 0.20	 1.000000
1.40	 0.23	 1.000000
1.40	 0.25	 1.000000
1.40	 0.28	 1.000000
1.40	 0.30	 1.000000
1.40	 0.33	 1.000000
1.40	 0.35	 1.000000
1.40	 0.38	 1.000000
1.40	 0.40	 1.000000
1.40	 0.43	 1.000000
1.40	 0.45	 1.000000
1.40	 0.47	 1.000000
1.40	 0.50	 1.000000
1.40	 0.53	 1.000000
1.40	 0.55	 1.000000
1.40	 0.57	 1.000001
1.40	 0.60	 1.000004
1.40	 0.63	 1.000019
1.40	 0.65	 1.000077
1.40	 0.68	 1.000273
1.40	 0.70	 1.000841
1.40	 0.73	 1.002290
1.40	 0.75	 1.005578
1.40	 0.78	 1.012282
1.40	 0.80	 1.024672
1.40	 0.82	 1.045560
1.40	 0.85	 1.077868
1.40	 0.88	 1.123950
1.40	 0.90	 1.184817
1.40	 0.93	 1.259542
1.40	 0.95	 1.345091
1.40	 0.98	 1.436687
1.40	 1.00	 1.528637
1.40	 1.02	 1.615380
1.40	 1.05	 1.692436
1.40	 1.08	 1.757008
1.40	 1.10	 1.808138
1.40	 1.13	 1.846448
1.40	 1.15	 1.873645
1.40	 1.18	 1.891949
1.40	 1.20	 1.903608
1.40	 1.23	 1.910536
1.40	 1.25	 1.914089
1.40	 1.27	 1.914909
1.40	 1.30	 1.912813
1.40	 1.33	 1.906704
1.40	 1.35	 1.894598
1.40	 1.38	 1.873841
1.40	 1.40	 1.841588
1.40	 1.43	 1.795530
1.40	 1.45	 1.734673
1.40	 1.48	 1.659951
1.40	 1.50	 1.574403
1.40	 1.52	 1.482808
1.40	 1.55	 1.390857
1.40	 1.58	 1.304114
1.40	 1.60	 1.227058
1.40	 1.63	 1.162486
1.40	 1.65	 1.111356
1.40	 1.68	 1.073046
1.40	 1.70	 1.045846
1.40	 1.73	 1.027527
1.40	 1.75	 1.015810
1.40	 1.77	 1.008686
1.40	 1.80	 1.004565
1.40	 1.83	 1.002295
1.40	 1.85	 1.001104
1.40	 1.88	 1.000508
1.40	 1.90	 1.000224
1.40	 1.93	 1.000094
1.40	 1.95	 1.000038
1.40	 1.98	 1.000015
1.40	 2.00	 1.000000
1.43	 0.00	 1.000000
1.43	 0.03	 1.000000
1.43	 0.05	 1.000000
1.43	 0.08	 1.000000
1.43	 0.10	 1.000000
1.43	 0.13	 1.000000
1.43	 0.15	 1.000000
1.43	 0.17	 1.000000
1.43	 0.20	 1.000000
1.43	 0.23	 1.000000
1.43	 0.25	 1.000000
1.43	 0.28	 1.000000
1.43	 0.30	 1.000000
1.43	 0.33	 1.000000
1.43	 0.35	 1.000000
1.43	 0.38	 1.000000
1.43	 0.40	 1.000000
1.43	 0.43	 1.000000
1.43	 0.45	 1.000000
1.43	 0.47	 1.000000
1.43	 0.50	 1.000000
1.43	 0.53	 1.000000
1.43	 0.55	 1.000000
1.43	 0.57	 1.000001
1.43	 0.60	 1.000004
1.43	 0.63	 1.000018
1.43	 0.65	 1.000076
1.43	 0.68	 1.000270
1.43	 0.70	 1.000830
1.43	 0.73	 1.002255
1.43	 0.75	 1.005483
1.43	 0.78	 1.012050
1.43	 0.80	 1.024157
1.43	 0.82	 1.044513
1.43	 0.85	 1.075909
1.43	 0.88	 1.120550
1.43	 0.90	 1.179312
